state,county,candidate,party,total_votes
New Hampshire,Northwood, Write-ins,WRI,1
New Hampshire,Nottingham,Corky Messner,REP,1507
New Hampshire,Nottingham,Justin O'Donnell,LIB,100
New Hampshire,Nottingham, Write-ins,WRI,0
New Hampshire,Plaistow,Jeanne Shaheen,DEM,2194
New Hampshire,Plaistow,Justin O'Donnell,LIB,96
New Hampshire,Plaistow, Write-ins,WRI,2
New Hampshire,Portsmouth,Corky Messner,REP,3561
New Hampshire,Portsmouth,Justin O'Donnell,LIB,320
New Hampshire,Portsmouth, Write-ins,WRI,0
New Hampshire,Raymond,Jeanne Shaheen,DEM,2660
New Hampshire,Raymond,Justin O'Donnell,LIB,188
New Hampshire,Raymond, Write-ins,WRI,0
New Hampshire,Rye,Corky Messner,REP,1563
New Hampshire,Rye,Justin O'Donnell,LIB,51
New Hampshire,Rye, Write-ins,WRI,0
New Hampshire,Salem,Jeanne Shaheen,DEM,8546
New Hampshire,Salem,Justin O'Donnell,LIB,279
New Hampshire,Salem, Write-ins,WRI,0
New Hampshire,Sandown,Jeanne Shaheen,DEM,1749
New Hampshire,Sandown,Justin O'Donnell,LIB,88
New Hampshire,Sandown, Write-ins,WRI,0
New Hampshire,Seabrook,Jeanne Shaheen,DEM,2181
New Hampshire,Seabrook,Justin O'Donnell,LIB,110
New Hampshire,Seabrook, Write-ins,WRI,0
New Hampshire,South Hampton,Corky Messner,REP,294
New Hampshire,South Hampton,Justin O'Donnell,LIB,13
New Hampshire,South Hampton, Write-ins,WRI,0
New Hampshire,Stratham,Corky Messner,REP,1964
New Hampshire,Stratham,Justin O'Donnell,LIB,71
New Hampshire,Stratham, Write-ins,WRI,0
New Hampshire,Windham,Jeanne Shaheen,DEM,4738
New Hampshire,Windham,Justin O'Donnell,LIB,168
New Hampshire,Windham, Write-ins,WRI,0
New Hampshire,Barrington,Corky Messner,REP,2429
New Hampshire,Barrington,Justin O'Donnell,LIB,152
New Hampshire,Barrington, Write-ins,WRI,0
New Hampshire,Dover,Corky Messner,REP,5504
New Hampshire,Dover,Justin O'Donnell,LIB,524
New Hampshire,Dover, Write-ins,WRI,52
New Hampshire,Durham,Corky Messner,REP,1525
New Hampshire,Durham,Justin O'Donnell,LIB,216
New Hampshire,Durham, Write-ins,WRI,0
New Hampshire,Farmington,Jeanne Shaheen,DEM,1572
New Hampshire,Farmington,Justin O'Donnell,LIB,89
New Hampshire,Farmington, Write-ins,WRI,0
New Hampshire,Lee,Corky Messner,REP,883
New Hampshire,Lee,Justin O'Donnell,LIB,57
New Hampshire,Lee, Write-ins,WRI,0
New Hampshire,Madbury,Corky Messner,REP,416
New Hampshire,Madbury,Justin O'Donnell,LIB,38
New Hampshire,Madbury, Write-ins,WRI,0
New Hampshire,Middleton,Jeanne Shaheen,DEM,441
New Hampshire,Middleton,Justin O'Donnell,LIB,18
New Hampshire,Middleton, Write-ins,WRI,0
New Hampshire,Milton,Jeanne Shaheen,DEM,1164
New Hampshire,Milton,Justin O'Donnell,LIB,74
New Hampshire,Milton, Write-ins,WRI,0
New Hampshire,New Durham,Jeanne Shaheen,DEM,815
New Hampshire,New Durham,Justin O'Donnell,LIB,42
New Hampshire,New Durham, Write-ins,WRI,1
New Hampshire,Rochester,Corky Messner,REP,7117
New Hampshire,Rochester,Justin O'Donnell,LIB,467
New Hampshire,Rochester, Write-ins,WRI,5
New Hampshire,Rollinsford,Corky Messner,REP,642
New Hampshire,Rollinsford,Justin O'Donnell,LIB,58
New Hampshire,Rollinsford, Write-ins,WRI,0
New Hampshire,Somersworth,Corky Messner,REP,2159
New Hampshire,Somersworth,Justin O'Donnell,LIB,156
New Hampshire,Somersworth, Write-ins,WRI,0
New Hampshire,Strafford,Corky Messner,REP,1241
New Hampshire,Strafford,Justin O'Donnell,LIB,56
New Hampshire,Strafford, Write-ins,WRI,0
New Hampshire,Acworth,Corky Messner,REP,227
New Hampshire,Acworth,Justin O'Donnell,LIB,11
New Hampshire,Acworth, Write-ins,WRI,0
New Hampshire,Charlestown,Corky Messner,REP,1044
New Hampshire,Charlestown,Justin O'Donnell,LIB,81
New Hampshire,Charlestown, Write-ins,WRI,0
New Hampshire,Claremont,Corky Messner,REP,2406
New Hampshire,Claremont,Justin O'Donnell,LIB,161
New Hampshire,Claremont, Write-ins,WRI,0
New Hampshire,Cornish,Corky Messner,REP,381
New Hampshire,Cornish,Justin O'Donnell,LIB,26
New Hampshire,Cornish, Write-ins,WRI,0
New Hampshire,Croydon,Jeanne Shaheen,DEM,187
New Hampshire,Croydon,Justin O'Donnell,LIB,24
New Hampshire,Croydon, Write-ins,WRI,1
New Hampshire,Goshen,Jeanne Shaheen,DEM,208
New Hampshire,Goshen,Justin O'Donnell,LIB,16
New Hampshire,Goshen, Write-ins,WRI,0
New Hampshire,Grantham,Corky Messner,REP,690
New Hampshire,Grantham,Justin O'Donnell,LIB,55
New Hampshire,Grantham, Write-ins,WRI,0
New Hampshire,Langdon,Corky Messner,REP,181
New Hampshire,Langdon,Justin O'Donnell,LIB,12
New Hampshire,Langdon, Write-ins,WRI,0
New Hampshire,Lempster,Jeanne Shaheen,DEM,301
New Hampshire,Lempster,Justin O'Donnell,LIB,25
New Hampshire,Lempster, Write-ins,WRI,0
New Hampshire,Newport,Jeanne Shaheen,DEM,1475
New Hampshire,Newport,Justin O'Donnell,LIB,97
New Hampshire,Newport, Write-ins,WRI,0
New Hampshire,Plainfield,Corky Messner,REP,481
New Hampshire,Plainfield,Justin O'Donnell,LIB,37
New Hampshire,Plainfield, Write-ins,WRI,0
New Hampshire,Springfield,Corky Messner,REP,402
New Hampshire,Springfield,Justin O'Donnell,LIB,21
New Hampshire,Springfield, Write-ins,WRI,0
New Hampshire,Sunapee,Corky Messner,REP,1040
New Hampshire,Sunapee,Justin O'Donnell,LIB,51
New Hampshire,Sunapee, Write-ins,WRI,0
New Hampshire,Unity,Jeanne Shaheen,DEM,283
New Hampshire,Unity,Justin O'Donnell,LIB,30
New Hampshire,Unity, Write-ins,WRI,0
New Hampshire,Washington,Jeanne Shaheen,DEM,349
New Hampshire,Washington,Justin O'Donnell,LIB,15
New Hampshire,Washington, Write-ins,WRI,0
New Jersey,Atlantic County,Rikin Mehta,REP,61568
New Jersey,Atlantic County,Veronica Fernandez,IND,1724
New Jersey,Atlantic County,Madelyn Hoffman,GRN,531
New Jersey,Atlantic County,Daniel Burke,IND,435
New Jersey,Atlantic County, Write-ins,WRI,96
New Jersey,Bergen County,Rikin Mehta,REP,195193
New Jersey,Bergen County,Veronica Fernandez,IND,3584
New Jersey,Bergen County,Madelyn Hoffman,GRN,2816
New Jersey,Bergen County,Daniel Burke,IND,1703
New Jersey,Bergen County, Write-ins,WRI,273
New Jersey,Burlington County,Rikin Mehta,REP,102136
New Jersey,Burlington County,Madelyn Hoffman,GRN,1768
New Jersey,Burlington County,Veronica Fernandez,IND,1000
New Jersey,Burlington County,Daniel Burke,IND,482
New Jersey,Burlington County, Write-ins,WRI,186
New Jersey,Camden County,Rikin Mehta,REP,85406
New Jersey,Camden County,Madelyn Hoffman,GRN,1677
New Jersey,Camden County,Veronica Fernandez,IND,728
New Jersey,Camden County,Daniel Burke,IND,295
New Jersey,Camden County, Write-ins,WRI,200
New Jersey,Cape May County,Cory Booker,DEM,22952
New Jersey,Cape May County,Madelyn Hoffman,GRN,413
New Jersey,Cape May County,Veronica Fernandez,IND,399
New Jersey,Cape May County,Daniel Burke,IND,133
New Jersey,Cape May County, Write-ins,WRI,48
New Jersey,Cumberland County,Rikin Mehta,REP,26626
New Jersey,Cumberland County,Veronica Fernandez,IND,1407
New Jersey,Cumberland County,Madelyn Hoffman,GRN,398
New Jersey,Cumberland County,Daniel Burke,IND,297
New Jersey,Cumberland County, Write-ins,WRI,59
New Jersey,Essex County,Rikin Mehta,REP,69750
New Jersey,Essex County,Madelyn Hoffman,GRN,2417
New Jersey,Essex County,Veronica Fernandez,IND,1842
New Jersey,Essex County,Daniel Burke,IND,456
New Jersey,Essex County, Write-ins,WRI,0
New Jersey,Gloucester County,Rikin Mehta,REP,80943
New Jersey,Gloucester County,Madelyn Hoffman,GRN,2249
New Jersey,Gloucester County,Veronica Fernandez,IND,952
New Jersey,Gloucester County,Daniel Burke,IND,286
New Jersey,Gloucester County, Write-ins,WRI,195
New Jersey,Hudson County,Rikin Mehta,REP,56917
New Jersey,Hudson County,Veronica Fernandez,IND,3848
New Jersey,Hudson County,Madelyn Hoffman,GRN,1879
New Jersey,Hudson County,Daniel Burke,IND,811
New Jersey,Hudson County, Write-ins,WRI,110
New Jersey,Hunterdon County,Cory Booker,DEM,36728
New Jersey,Hunterdon County,Madelyn Hoffman,GRN,1470
New Jersey,Hunterdon County,Veronica Fernandez,IND,391
New Jersey,Hunterdon County,Daniel Burke,IND,180
New Jersey,Hunterdon County, Write-ins,WRI,147
New Jersey,Mercer County,Rikin Mehta,REP,52248
New Jersey,Mercer County,Madelyn Hoffman,GRN,1210
New Jersey,Mercer County,Veronica Fernandez,IND,1059
New Jersey,Mercer County,Daniel Burke,IND,258
New Jersey,Mercer County, Write-ins,WRI,83
New Jersey,Middlesex County,Rikin Mehta,REP,135398
New Jersey,Middlesex County,Madelyn Hoffman,GRN,3595
New Jersey,Middlesex County,Veronica Fernandez,IND,3114
New Jersey,Middlesex County,Daniel Burke,IND,2018
New Jersey,Middlesex County, Write-ins,WRI,383
New Jersey,Monmouth County,Cory Booker,DEM,173609
New Jersey,Monmouth County,Madelyn Hoffman,GRN,4472
New Jersey,Monmouth County,Veronica Fernandez,IND,1690
New Jersey,Monmouth County,Daniel Burke,IND,883
New Jersey,Monmouth County, Write-ins,WRI,44
New Jersey,Morris County,Rikin Mehta,REP,141373
New Jersey,Morris County,Madelyn Hoffman,GRN,1751
New Jersey,Morris County,Veronica Fernandez,IND,1150
New Jersey,Morris County,Daniel Burke,IND,552
New Jersey,Morris County, Write-ins,WRI,257
New Jersey,Ocean County,Cory Booker,DEM,116036
New Jersey,Ocean County,Madelyn Hoffman,GRN,2769
New Jersey,Ocean County,Veronica Fernandez,IND,2207
New Jersey,Ocean County,Daniel Burke,IND,525
New Jersey,Ocean County, Write-ins,WRI,381
New Jersey,Passaic County,Rikin Mehta,REP,80827
New Jersey,Passaic County,Veronica Fernandez,IND,3105
New Jersey,Passaic County,Madelyn Hoffman,GRN,2550
New Jersey,Passaic County,Daniel Burke,IND,938
New Jersey,Passaic County, Write-ins,WRI,143
New Jersey,Salem County,Cory Booker,DEM,14515
New Jersey,Salem County,Madelyn Hoffman,GRN,522
New Jersey,Salem County,Veronica Fernandez,IND,410
New Jersey,Salem County,Daniel Burke,IND,179
New Jersey,Salem County, Write-ins,WRI,51
New Jersey,Somerset County,Rikin Mehta,REP,75622
New Jersey,Somerset County,Madelyn Hoffman,GRN,1610
New Jersey,Somerset County,Veronica Fernandez,IND,657
New Jersey,Somerset County,Daniel Burke,IND,253
New Jersey,Somerset County, Write-ins,WRI,143
New Jersey,Sussex County,Cory Booker,DEM,33918
New Jersey,Sussex County,Madelyn Hoffman,GRN,1650
New Jersey,Sussex County,Veronica Fernandez,IND,632
New Jersey,Sussex County,Daniel Burke,IND,243
New Jersey,Sussex County, Write-ins,WRI,181
New Jersey,Union County,Rikin Mehta,REP,76639
New Jersey,Union County,Veronica Fernandez,IND,1913
New Jersey,Union County,Madelyn Hoffman,GRN,1582
New Jersey,Union County,Daniel Burke,IND,519
New Jersey,Union County, Write-ins,WRI,178
New Jersey,Warren County,Cory Booker,DEM,24124
New Jersey,Warren County,Madelyn Hoffman,GRN,959
New Jersey,Warren County,Veronica Fernandez,IND,478
New Jersey,Warren County,Daniel Burke,IND,186
New Jersey,Warren County, Write-ins,WRI,86
New Mexico,Bernalillo County,Mark Ronchetti,REP,128042
New Mexico,Bernalillo County,Bob Walsh,LIB,8606
New Mexico,Catron County,Ben Ray Lujan,DEM,543
New Mexico,Catron County,Bob Walsh,LIB,69
New Mexico,Chaves County,Ben Ray Lujan,DEM,6143
New Mexico,Chaves County,Bob Walsh,LIB,475
New Mexico,Cibola County,Mark Ronchetti,REP,4187
New Mexico,Cibola County,Bob Walsh,LIB,205
New Mexico,Colfax County,Ben Ray Lujan,DEM,2549
New Mexico,Colfax County,Bob Walsh,LIB,156
New Mexico,Curry County,Ben Ray Lujan,DEM,4261
New Mexico,Curry County,Bob Walsh,LIB,561
New Mexico,De Baca County,Ben Ray Lujan,DEM,228
New Mexico,De Baca County,Bob Walsh,LIB,22
New Mexico,Do�a Ana County,Mark Ronchetti,REP,31698
New Mexico,Do�a Ana County,Bob Walsh,LIB,2890
New Mexico,Eddy County,Ben Ray Lujan,DEM,5301
New Mexico,Eddy County,Bob Walsh,LIB,463
New Mexico,Grant County,Mark Ronchetti,REP,6610
New Mexico,Grant County,Bob Walsh,LIB,352
New Mexico,Guadalupe County,Mark Ronchetti,REP,898
New Mexico,Guadalupe County,Bob Walsh,LIB,39
New Mexico,Harding County,Ben Ray Lujan,DEM,157
New Mexico,Harding County,Bob Walsh,LIB,5
New Mexico,Hidalgo County,Ben Ray Lujan,DEM,793
New Mexico,Hidalgo County,Bob Walsh,LIB,47
New Mexico,Lea County,Ben Ray Lujan,DEM,4018
New Mexico,Lea County,Bob Walsh,LIB,508
New Mexico,Lincoln County,Ben Ray Lujan,DEM,2915
New Mexico,Lincoln County,Bob Walsh,LIB,230
New Mexico,Los Alamos County,Mark Ronchetti,REP,4866
New Mexico,Los Alamos County,Bob Walsh,LIB,415
New Mexico,Luna County,Ben Ray Lujan,DEM,3425
New Mexico,Luna County,Bob Walsh,LIB,222
New Mexico,McKinley County,Mark Ronchetti,REP,8329
New Mexico,McKinley County,Bob Walsh,LIB,809
New Mexico,Mora County,Mark Ronchetti,REP,957
New Mexico,Mora County,Bob Walsh,LIB,55
New Mexico,Otero County,Ben Ray Lujan,DEM,7987
New Mexico,Otero County,Bob Walsh,LIB,715
New Mexico,Quay County,Ben Ray Lujan,DEM,1214
New Mexico,Quay County,Bob Walsh,LIB,91
New Mexico,Rio Arriba County,Mark Ronchetti,REP,5689
New Mexico,Rio Arriba County,Bob Walsh,LIB,271
New Mexico,Roosevelt County,Ben Ray Lujan,DEM,1774
New Mexico,Roosevelt County,Bob Walsh,LIB,252
New Mexico,Sandoval County,Mark Ronchetti,REP,36666
New Mexico,Sandoval County,Bob Walsh,LIB,1841
New Mexico,San Juan County,Ben Ray Lujan,DEM,17250
New Mexico,San Juan County,Bob Walsh,LIB,1588
New Mexico,San Miguel County,Mark Ronchetti,REP,3545
New Mexico,San Miguel County,Bob Walsh,LIB,159
New Mexico,Santa Fe County,Mark Ronchetti,REP,19814
New Mexico,Santa Fe County,Bob Walsh,LIB,1563
New Mexico,Sierra County,Ben Ray Lujan,DEM,2127
New Mexico,Sierra County,Bob Walsh,LIB,140
New Mexico,Socorro County,Mark Ronchetti,REP,3384
New Mexico,Socorro County,Bob Walsh,LIB,210
New Mexico,Taos County,Mark Ronchetti,REP,3793
New Mexico,Taos County,Bob Walsh,LIB,346
New Mexico,Torrance County,Ben Ray Lujan,DEM,2179
New Mexico,Torrance County,Bob Walsh,LIB,184
New Mexico,Union County,Ben Ray Lujan,DEM,399
New Mexico,Union County,Bob Walsh,LIB,51
New Mexico,Valencia County,Ben Ray Lujan,DEM,13344
New Mexico,Valencia County,Bob Walsh,LIB,731
North Carolina,Alamance County,Cal Cunningham,DEM,38038
North Carolina,Alamance County,Shannon Bray,LIB,2302
North Carolina,Alamance County,Kevin Hayes,CST,922
North Carolina,Alexander County,Cal Cunningham,DEM,4287
North Carolina,Alexander County,Shannon Bray,LIB,563
North Carolina,Alexander County,Kevin Hayes,CST,455
North Carolina,Alleghany County,Cal Cunningham,DEM,1587
North Carolina,Alleghany County,Shannon Bray,LIB,192
North Carolina,Alleghany County,Kevin Hayes,CST,146
North Carolina,Anson County,Thom Tillis,REP,4981
North Carolina,Anson County,Shannon Bray,LIB,204
North Carolina,Anson County,Kevin Hayes,CST,167
North Carolina,Ashe County,Cal Cunningham,DEM,4279
North Carolina,Ashe County,Shannon Bray,LIB,457
North Carolina,Ashe County,Kevin Hayes,CST,281
North Carolina,Avery County,Cal Cunningham,DEM,2079
North Carolina,Avery County,Shannon Bray,LIB,246
North Carolina,Avery County,Kevin Hayes,CST,131
North Carolina,Beaufort County,Cal Cunningham,DEM,9439
North Carolina,Beaufort County,Shannon Bray,LIB,706
North Carolina,Beaufort County,Kevin Hayes,CST,453
North Carolina,Bertie County,Thom Tillis,REP,3597
North Carolina,Bertie County,Shannon Bray,LIB,158
North Carolina,Bertie County,Kevin Hayes,CST,114
North Carolina,Bladen County,Cal Cunningham,DEM,7280
North Carolina,Bladen County,Shannon Bray,LIB,399
North Carolina,Bladen County,Kevin Hayes,CST,235
North Carolina,Brunswick County,Cal Cunningham,DEM,32180
North Carolina,Brunswick County,Shannon Bray,LIB,2881
North Carolina,Brunswick County,Kevin Hayes,CST,1170
North Carolina,Buncombe County,Thom Tillis,REP,60688
North Carolina,Buncombe County,Shannon Bray,LIB,5054
North Carolina,Buncombe County,Kevin Hayes,CST,1636
North Carolina,Burke County,Cal Cunningham,DEM,13108
North Carolina,Burke County,Shannon Bray,LIB,1309
North Carolina,Burke County,Kevin Hayes,CST,819
North Carolina,Cabarrus County,Cal Cunningham,DEM,48886
North Carolina,Cabarrus County,Shannon Bray,LIB,4261
North Carolina,Cabarrus County,Kevin Hayes,CST,1724
North Carolina,Caldwell County,Cal Cunningham,DEM,10288
North Carolina,Caldwell County,Shannon Bray,LIB,1299
North Carolina,Caldwell County,Kevin Hayes,CST,799
North Carolina,Camden County,Cal Cunningham,DEM,1403
North Carolina,Camden County,Shannon Bray,LIB,183
North Carolina,Camden County,Kevin Hayes,CST,71
North Carolina,Carteret County,Cal Cunningham,DEM,11823
North Carolina,Carteret County,Shannon Bray,LIB,1312
North Carolina,Carteret County,Kevin Hayes,CST,601
North Carolina,Caswell County,Cal Cunningham,DEM,4916
North Carolina,Caswell County,Shannon Bray,LIB,278
North Carolina,Caswell County,Kevin Hayes,CST,124
North Carolina,Catawba County,Cal Cunningham,DEM,24845
North Carolina,Catawba County,Shannon Bray,LIB,2550
North Carolina,Catawba County,Kevin Hayes,CST,1484
North Carolina,Chatham County,Thom Tillis,REP,21039
North Carolina,Chatham County,Shannon Bray,LIB,1171
North Carolina,Chatham County,Kevin Hayes,CST,431
North Carolina,Cherokee County,Cal Cunningham,DEM,3589
North Carolina,Cherokee County,Shannon Bray,LIB,408
North Carolina,Cherokee County,Kevin Hayes,CST,241
North Carolina,Chowan County,Cal Cunningham,DEM,3124
North Carolina,Chowan County,Shannon Bray,LIB,139
North Carolina,Chowan County,Kevin Hayes,CST,73
North Carolina,Clay County,Cal Cunningham,DEM,1676
North Carolina,Clay County,Shannon Bray,LIB,140
North Carolina,Clay County,Kevin Hayes,CST,98
North Carolina,Cleveland County,Cal Cunningham,DEM,16752
North Carolina,Cleveland County,Shannon Bray,LIB,1235
North Carolina,Cleveland County,Kevin Hayes,CST,768
North Carolina,Columbus County,Cal Cunningham,DEM,9599
North Carolina,Columbus County,Shannon Bray,LIB,516
North Carolina,Columbus County,Kevin Hayes,CST,424
North Carolina,Craven County,Cal Cunningham,DEM,20416
North Carolina,Craven County,Shannon Bray,LIB,1772
North Carolina,Craven County,Kevin Hayes,CST,791
North Carolina,Cumberland County,Thom Tillis,REP,57121
North Carolina,Cumberland County,Shannon Bray,LIB,5379
North Carolina,Cumberland County,Kevin Hayes,CST,2218
North Carolina,Currituck County,Cal Cunningham,DEM,3849
North Carolina,Currituck County,Shannon Bray,LIB,554
North Carolina,Currituck County,Kevin Hayes,CST,175
North Carolina,Dare County,Cal Cunningham,DEM,9284
North Carolina,Dare County,Shannon Bray,LIB,766
North Carolina,Dare County,Kevin Hayes,CST,204
North Carolina,Davidson County,Cal Cunningham,DEM,23660
North Carolina,Davidson County,Shannon Bray,LIB,2496
North Carolina,Davidson County,Kevin Hayes,CST,1346
North Carolina,Davie County,Cal Cunningham,DEM,6570
North Carolina,Davie County,Shannon Bray,LIB,781
North Carolina,Davie County,Kevin Hayes,CST,396
North Carolina,Duplin County,Cal Cunningham,DEM,8689
North Carolina,Duplin County,Shannon Bray,LIB,477
North Carolina,Duplin County,Kevin Hayes,CST,312
North Carolina,Durham County,Thom Tillis,REP,34152
North Carolina,Durham County,Shannon Bray,LIB,5041
North Carolina,Durham County,Kevin Hayes,CST,1224
North Carolina,Edgecombe County,Thom Tillis,REP,8582
North Carolina,Edgecombe County,Shannon Bray,LIB,506
North Carolina,Edgecombe County,Kevin Hayes,CST,278
North Carolina,Forsyth County,Thom Tillis,REP,83228
North Carolina,Forsyth County,Shannon Bray,LIB,6533
North Carolina,Forsyth County,Kevin Hayes,CST,2471
North Carolina,Franklin County,Cal Cunningham,DEM,15659
North Carolina,Franklin County,Shannon Bray,LIB,1246
North Carolina,Franklin County,Kevin Hayes,CST,565
North Carolina,Gaston County,Cal Cunningham,DEM,39595
North Carolina,Gaston County,Shannon Bray,LIB,3548
North Carolina,Gaston County,Kevin Hayes,CST,1660
North Carolina,Gates County,Cal Cunningham,DEM,2474
North Carolina,Gates County,Shannon Bray,LIB,132
North Carolina,Gates County,Kevin Hayes,CST,74
North Carolina,Graham County,Cal Cunningham,DEM,1013
North Carolina,Graham County,Shannon Bray,LIB,94
North Carolina,Graham County,Kevin Hayes,CST,87
North Carolina,Granville County,Cal Cunningham,DEM,14368
North Carolina,Granville County,Shannon Bray,LIB,908
North Carolina,Granville County,Kevin Hayes,CST,396
North Carolina,Greene County,Cal Cunningham,DEM,3842
North Carolina,Greene County,Shannon Bray,LIB,189
North Carolina,Greene County,Kevin Hayes,CST,77
North Carolina,Guilford County,Thom Tillis,REP,104908
North Carolina,Guilford County,Shannon Bray,LIB,8587
North Carolina,Guilford County,Kevin Hayes,CST,2819
North Carolina,Halifax County,Thom Tillis,REP,9446
North Carolina,Halifax County,Shannon Bray,LIB,456
North Carolina,Halifax County,Kevin Hayes,CST,237
North Carolina,Harnett County,Cal Cunningham,DEM,21523
North Carolina,Harnett County,Shannon Bray,LIB,2128
North Carolina,Harnett County,Kevin Hayes,CST,911
North Carolina,Haywood County,Cal Cunningham,DEM,13113
North Carolina,Haywood County,Shannon Bray,LIB,1081
North Carolina,Haywood County,Kevin Hayes,CST,587
North Carolina,Henderson County,Cal Cunningham,DEM,25782
North Carolina,Henderson County,Shannon Bray,LIB,1964
North Carolina,Henderson County,Kevin Hayes,CST,768
North Carolina,Hertford County,Thom Tillis,REP,3305
North Carolina,Hertford County,Shannon Bray,LIB,154
North Carolina,Hertford County,Kevin Hayes,CST,118
North Carolina,Hoke County,Thom Tillis,REP,8638
North Carolina,Hoke County,Shannon Bray,LIB,909
North Carolina,Hoke County,Kevin Hayes,CST,370
North Carolina,Hyde County,Cal Cunningham,DEM,1075
North Carolina,Hyde County,Shannon Bray,LIB,53
North Carolina,Hyde County,Kevin Hayes,CST,26
North Carolina,Iredell County,Cal Cunningham,DEM,31893
North Carolina,Iredell County,Shannon Bray,LIB,3487
North Carolina,Iredell County,Kevin Hayes,CST,1687
North Carolina,Jackson County,Cal Cunningham,DEM,9382
North Carolina,Jackson County,Shannon Bray,LIB,788
North Carolina,Jackson County,Kevin Hayes,CST,306
North Carolina,Johnston County,Cal Cunningham,DEM,39771
North Carolina,Johnston County,Shannon Bray,LIB,3953
North Carolina,Johnston County,Kevin Hayes,CST,1667
North Carolina,Jones County,Cal Cunningham,DEM,2124
North Carolina,Jones County,Shannon Bray,LIB,182
North Carolina,Jones County,Kevin Hayes,CST,102
North Carolina,Lee County,Cal Cunningham,DEM,11851
